web-scraper-order,web-scraper-start-url,firstLetters,firstLetters-href,testNames
"1522321657-838","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vaginal Hysterectomy (Laparoscopically Assisted Vaginal Hysterectomy)"
"1522321852-1563","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Baclofen Pump Therapy"
"1522321749-1192","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","LASEK Laser Eye Surgery"
"1522321845-1536","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Coronary Artery Bypass Graft"
"1522321749-1181","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Labor and Delivery"
"1522321822-1362","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Electroencephalogram (EEG - Electroencephalogram)"
"1522321830-1422","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","D & C (Dilation and Curettage)"
"1522321742-1159","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Mean Cell Hemoglobin Concentration (Complete Blood Count)"
"1522321822-1411","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","EUS (Endoscopic Ultrasound)"
"1522321822-1367","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Electron Beam Computerized Tomography"
"1522321822-1413","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Exam, Pelvic (Pelvic Exam)"
"1522321810-1331","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Female Condom (Barrier Methods of Birth Control)"
"1522321852-1610","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Botox to Treat Multiple Sclerosis (MS)"
"1522321649-825","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","W","https://www.medicinenet.com/procedures_and_tests/alpha_w.htm","Wireless Capsule Endoscopy (Capsule Endoscopy)"
"1522321822-1364","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Electrolysis"
"1522321688-979","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Steroid Injection, Epidural (Epidural Steroid Injection)"
"1522321725-1123","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","O","https://www.medicinenet.com/procedures_and_tests/alpha_o.htm","OGTT (Glucose Tolerance Test)"
"1522321678-896","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Thyroid Peroxidase Autoantibody Test (Thyroid Peroxidase Test)"
"1522321822-1375","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Endometrial Ablation"
"1522321777-1245","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","ICD (Implantable Cardiac Defibrillator)"
"1522321678-877","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Test, Ferritin (Ferritin Blood Test)"
"1522321749-1203","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Leukapheresis (Hemapheresis)"
"1522321715-1090","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pregnancy Test"
"1522321715-1086","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","pre-op questions (Surgery Questions)"
"1522321678-889","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tests, Prenatal (Pregnancy: Prenatal Care and Tests)"
"1522321667-865","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Urodynamic Testing"
"1522321845-1471","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cardiac Catheterization"
"1522321860-1637","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Abdominoplasty (Tummy Tuck ( Abdominoplasty))"
"1522321830-1453","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Dobutamine Stress Test For Heart Disease (Coronary Artery Disease Screening Tests (CAD))"
"1522321649-828","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","W","https://www.medicinenet.com/procedures_and_tests/alpha_w.htm","Women's Wellness Exam (Pelvic Exam)"
"1522321800-1315","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","GAS Test (Rapid Strep Test)"
"1522321788-1270","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","H&H (Hematocrit)"
"1522321788-1301","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hormonal Methods of Birth Control"
"1522321822-1390","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Epilepsy Surgery, Multiple Subpial Transection (Multiple Subpial Transection)"
"1522321852-1568","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Balloon Valvuloplasty (Heart Valve Disease Treatment)"
"1522321852-1593","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Blood White Cell Count (Complete Blood Count)"
"1522321788-1282","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Heart Transplant"
"1522321667-853","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Ultrasound During Pregnancy (Prenatal Ultrasound)"
"1522321788-1294","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","High Triglycerides (Triglyceride Test)"
"1522321688-991","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Study, Gastric Emptying (Gastric Emptying Study)"
"1522321733-1142","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","N","https://www.medicinenet.com/procedures_and_tests/alpha_n.htm","Nerve Conduction Velocity Test"
"1522321715-1079","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Plateletpheresis (Hemapheresis)"
"1522321742-1171","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Motility Study, Antro-duodenal (Antro-duodenal Motility Study)"
"1522321845-1484","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cervical Cap (Barrier Methods of Birth Control)"
"1522321688-940","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Screening Cancer (Cancer Detection)"
"1522321715-1047","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","PCR (Polymerase Chain Reaction)"
"1522321852-1594","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Blood, Bicarbonate (Electrolytes)"
"1522321688-966","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Snoring Surgery (Somnoplasty)"
"1522321822-1403","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Esophageal pH Monitoring"
"1522321688-971","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Spider Veins, Sclerotherapy (Sclerotherapy)"
"1522321822-1412","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Exam, Breast (Breast Self Exam)"
"1522321845-1529","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Continent Ileostomy (Bowel Diversion Surgery Ileostomy, Colostomy)"
"1522321678-933","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Tummy Tuck ( Abdominoplasty)"
"1522321810-1340","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","Flu Vaccination"
"1522321688-965","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Small Intestine Resction (Bowel Diversion Surgery Ileostomy, Colostomy)"
"1522321822-1389","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Epilepsy Surgery, Children (Pediatric Epilepsy Surgery)"
"1522321860-1656","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Amino Acid, Homocysteine (Homocysteine)"
"1522321699-1023","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Red Cell Count (Complete Blood Count)"
"1522321860-1647","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Adenosine Stress Test For Heart Disease (Coronary Artery Disease Screening Tests (CAD))"
"1522321777-1266","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Islet Cell Transplantation"
"1522321688-948","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Seizure Test (EEG - Electroencephalogram)"
"1522321742-1174","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","MPV (Complete Blood Count)"
"1522321742-1158","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Mean Cell Hemoglobin (Complete Blood Count)"
"1522321688-960","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Skin Biopsy"
"1522321742-1166","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","Milk Tolerance Test (Lactose Tolerance Test)"
"1522321860-1644","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Acupuncture"
"1522321657-834","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vacuum Assisted Breast Biopsy (Breast Biopsy)"
"1522321657-842","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Varicose Veins, Sclerotherapy (Sclerotherapy)"
"1522321845-1545","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cosmetic Surgery, Collagen Injections (Collagen and Injectable Fillers)"
"1522321715-1050","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","PDT (Photodynamic Therapy)"
"1522321810-1342","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","F","https://www.medicinenet.com/procedures_and_tests/alpha_f.htm","FNAB (Breast Biopsy)"
"1522321777-1265","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Intubation (Endotracheal Intubation)"
"1522321688-944","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sed Rate (Sedimentation Rate)"
"1522321749-1207","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Lipoplasty (Ultrasonic Assisted)"
"1522321715-1053","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pelvic Exam"
"1522321845-1527","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Condoms"
"1522321777-1254","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","Incontinence Products for Men (Urinary Incontinence Products for Men)"
"1522321749-1191","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Laparoscopy-Assisted Vaginal Hysterectomy (Hysterectomy)"
"1522321688-959","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sinus Surgery"
"1522321788-1286","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hematocrit"
"1522321822-1379","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Endoscopy"
"1522321657-843","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vasectomy"
"1522321860-1669","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Antimitochondrial Antibodies"
"1522321725-1125","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","O","https://www.medicinenet.com/procedures_and_tests/alpha_o.htm","Oral Care (Teeth and Gum Care)"
"1522321678-903","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Toilet Substitutes for Incontinence (Urinary Incontinence Products for Men)"
"1522321860-1660","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Analysis of Urine (Urinalysis)"
"1522321845-1520","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Colostomy (Bowel Diversion Surgery Ileostomy, Colostomy)"
"1522321852-1621","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Breast Cancer Genetic Testing (Genetic Testing for Breast Cancer)"
"1522321852-1605","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Bone Density Scan"
"1522321688-947","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Seizure Surgery, Children (Pediatric Epilepsy Surgery)"
"1522321688-1005","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Surgery, Ulcerative Colitis (Ulcerative Colitis Surgery)"
"1522321733-1143","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","N","https://www.medicinenet.com/procedures_and_tests/alpha_n.htm","Nerve Freezing (Cryotherapy)"
"1522321852-1584","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Birthing Classes (Pregnancy: Birthing and Parenting Classes)"
"1522321788-1292","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hgb (Hemoglobin)"
"1522321678-914","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Trach Tube (Endotracheal Intubation)"
"1522321800-1319","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Gastroesophageal Reflux Disease Test (Esophageal pH Monitoring)"
"1522321678-902","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","TNF (Biological Therapy)"
"1522321830-1454","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Double Balloon Endoscopy (Balloon Endoscopy)"
"1522321742-1155","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","MCH (Complete Blood Count)"
"1522321688-945","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sedimentation Rate"
"1522321715-1098","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Prenatal Tests (Pregnancy: Prenatal Care and Tests)"
"1522321749-1214","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","L","https://www.medicinenet.com/procedures_and_tests/alpha_l.htm","Liver Resection"
"1522321678-890","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","The Minipill (Hormonal Methods of Birth Control)"
"1522321715-1051","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pediatric Epilepsy Surgery"
"1522321688-980","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Steroids to Treat Arthritis"
"1522321657-846","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Virtual Colonoscopy"
"1522321845-1498","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Chloride (Electrolytes)"
"1522321688-942","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Screening for Prostate Cancer (Prostate Cancer Screening)"
"1522321667-856","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Upper Endoscopy (Endoscopy)"
"1522321845-1472","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Cardiac Stress Test (Exercise Stress Test)"
"1522321845-1526","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Computerized Axial Tomography (CAT Scan)"
"1522321860-1682","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Aspiration, Joint (Joint Aspiration)"
"1522321688-946","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Seizure First Aid (First Aid for Seizures)"
"1522321845-1492","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Chemotherapy Treatment for Breast Cancer"
"1522321788-1307","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","HypnoBirthing for Childbirth (Childbirth Class Options)"
"1522321800-1321","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Genetic Testing for Breast Cancer"
"1522321699-1021","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","RBC (Complete Blood Count)"
"1522321788-1295","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hip Replacement (Total Hip Replacement)"
"1522321667-852","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","U","https://www.medicinenet.com/procedures_and_tests/alpha_u.htm","Ultrasound"
"1522321822-1361","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Electroconvulsive Therapy"
"1522321822-1363","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Electrogastrogram"
"1522321715-1093","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pregnancy: Prenatal Care and Tests"
"1522321742-1175","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","M","https://www.medicinenet.com/procedures_and_tests/alpha_m.htm","MRI Scan"
"1522321715-1092","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Pregnancy: Birthing and Parenting Classes"
"1522321715-1112","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Psychotherapy"
"1522321715-1097","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","P","https://www.medicinenet.com/procedures_and_tests/alpha_p.htm","Prenatal Diagnosis (Amniocentesis)"
"1522321822-1395","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","ERCP"
"1522321678-910","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","T","https://www.medicinenet.com/procedures_and_tests/alpha_t.htm","Total Knee Replacement"
"1522321788-1276","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","HCV PCR (PCR (Polymerase Chain Reaction))"
"1522321860-1687","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Autism Screening and Diagnosis"
"1522321777-1269","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","I","https://www.medicinenet.com/procedures_and_tests/alpha_i.htm","IVC (Intravenous Cholangiogram)"
"1522321788-1303","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Hormone Therapy"
"1522321860-1645","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Adenoidectomy Surgical Instructions"
"1522321788-1305","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","H","https://www.medicinenet.com/procedures_and_tests/alpha_h.htm","Human Papillomavirus Test (Cervista HPV Test)"
"1522321830-1446","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","D","https://www.medicinenet.com/procedures_and_tests/alpha_d.htm","Diabetes Urine Tests (Urine Tests for Diabetes)"
"1522321657-839","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","V","https://www.medicinenet.com/procedures_and_tests/alpha_v.htm","Vagus Nerve Stimulation (VNS)"
"1522321852-1577","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Biological Valve (Heart Valve Disease Treatment)"
"1522321845-1531","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Contraceptive Sponge (Barrier Methods of Birth Control)"
"1522321860-1675","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Appendectomy"
"1522321860-1640","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Ablation, Uterus (Endometrial Ablation)"
"1522321845-1533","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Coronary Angiogram"
"1522321852-1612","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Botox Treatment (Botox Treatment)"
"1522321822-1349","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","E","https://www.medicinenet.com/procedures_and_tests/alpha_e.htm","Ear Tubes"
"1522321852-1576","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Biological Therapy"
"1522321688-958","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Single Balloon Endoscopy (Balloon Endoscopy)"
"1522321845-1532","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","C","https://www.medicinenet.com/procedures_and_tests/alpha_c.htm","Core Needle Breast Biopsy (Breast Biopsy)"
"1522321800-1314","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","G","https://www.medicinenet.com/procedures_and_tests/alpha_g.htm","Gardasil HPV Vaccine"
"1522321767-1241","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","J","https://www.medicinenet.com/procedures_and_tests/alpha_j.htm","Joint Replacement of Hip (Total Hip Replacement)"
"1522321699-1014","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","R","https://www.medicinenet.com/procedures_and_tests/alpha_r.htm","Radiation Therapy for Breast Cancer"
"1522321852-1585","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","B","https://www.medicinenet.com/procedures_and_tests/alpha_b.htm","Biventricular Pacemaker"
"1522321860-1665","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","Anti-citrulline Antibody (Citrulline Antibody)"
"1522321860-1655","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","A","https://www.medicinenet.com/procedures_and_tests/alpha_a.htm","AMA (Antimitochondrial Antibodies)"
"1522321688-939","https://www.medicinenet.com/procedures_and_tests/alpha_z.htm","S","https://www.medicinenet.com/procedures_and_tests/alpha_s.htm","Sclerotherapy"
